Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Tuanche ltd-adr,TC,"",55298.0,166000.0,0.0002,0.0004,3282,-23395.0,-29.729455,reduction,N/A,Q1 2021, ,13F,06/30/2021,,
Acres commercial realty corp,ACR,"",10294.0,165000.0,0.0002,,3283,10294.0,,new,0.1112811,Q2 2018,REAL ESTATE,13F,06/30/2021,16.06,16.8
Puhui wealth investment management co,PHCF,"",42400.0,165000.0,0.0002,0.0002,3284,5100.0,13.672922,addition,0.3684535,Q1 2021,FINANCE,13F,06/30/2021,4.9381,3.51
Teligent inc (new jersey),TLGT,"",306837.0,164000.0,0.0002,0.0003,3285,-144107.0,-31.95674,reduction,0.3305810,Q3 2020,HEALTH CARE,13F,06/30/2021,0.74,0.43
Monocle acquisition corp,ASLE,"",13200.0,164000.0,0.0002,,3286,13200.0,,new,0.0307339,Q2 2021,FINANCE,13F,06/30/2021,12.46,13.42
Kaixin auto holdings,KXIN,"",69200.0,163000.0,0.0002,,3287,69200.0,,new,N/A,Q2 2021, ,13F,06/30/2021,,
Amcor ltd,AMCR,"",14342.0,163000.0,0.0002,0.0057,3288,-380458.0,-96.367275,reduction,0.0009182,Q3 2020,MATERIALS,13F,06/30/2021,11.05,12.15
Chembio diagnostics inc,CEMI,"",54474.0,162000.0,0.0002,0.0007,3289,-100166.0,-64.773668,reduction,0.2690798,Q1 2021,HEALTH CARE,13F,06/30/2021,3.51,2.63
Wilhelmina international inc,WHLM,"",32491.0,162000.0,0.0002,,3290,32491.0,,new,0.6299948,Q2 2021,FINANCE,13F,06/30/2021,5.0,6.14
Highpeak energy inc.,HPK,"",15778.0,161000.0,0.0002,0.0003,3291,-28622.0,-64.463964,reduction,N/A,Q1 2021, ,13F,06/30/2021,,
Xcel brands inc,XELB,"",53700.0,161000.0,0.0002,0.0002,3292,-36452.0,-40.433934,reduction,0.2778558,Q4 2018,CONSUMER DISCRETIONARY,13F,06/30/2021,1.19,1.99
Elmira savings bank,ESBK,"",11285.0,161000.0,0.0002,0.0002,3293,-1000.0,-8.140008,reduction,0.5745546,Q3 2017,FINANCE,13F,06/30/2021,11.7,14.18
Smart sand inc,SND,"",48407.0,161000.0,0.0002,0.0006,3294,-129093.0,-72.728451,reduction,0.1117056,Q3 2019,ENERGY,13F,06/30/2021,1.49,2.42
Rhinebeck bancorp inc,RBKB,"",14500.0,159000.0,0.0002,0.0002,3295,1300.0,9.848485,addition,0.1302400,Q4 2020,FINANCE,13F,06/30/2021,8.9381,10.878
Edtechx holdings acquisition corp,METX,"",162700.0,158000.0,0.0002,0.0008,3296,-106900.0,-39.651335,reduction,0.1559540,Q4 2020,FINANCE,13F,06/30/2021,2.25,0.56
Sgoco group ltd shs new (cym),SGOC,"",63495.0,158000.0,0.0002,0.0002,3297,4300.0,7.264127,addition,N/A,Q4 2020, ,13F,06/30/2021,,
Cemtrex inc,CETX,"",104100.0,157000.0,0.0002,,3298,104100.0,,new,0.5563435,Q4 2020,INDUSTRIALS,13F,06/30/2021,,
Atlantic american corp.,AAME,"",36000.0,156000.0,0.0002,0.0004,3299,-41715.0,-53.676896,reduction,0.1763342,Q2 2013,FINANCE,13F,06/30/2021,3.74,3.85
China index holdings limited ads,CIH,"",77199.0,155000.0,0.0002,0.0003,3300,-42901.0,-35.721066,reduction,0.1162435,Q1 2021,REAL ESTATE,13F,06/30/2021,2.2,1.65
Stabilis energy ord shs,SLNG,"",15600.0,155000.0,0.0002,,3301,15600.0,,new,N/A,Q2 2021, ,13F,06/30/2021,,
Lixte biotechnology holdings inc,LIXT,"",50900.0,154000.0,0.0002,,3302,50900.0,,new,0.3725319,Q2 2021,HEALTH CARE,13F,06/30/2021,3.03,2.24
Tiziana life sciences plc,TLSA,"",65340.0,153000.0,0.0002,0.0002,3303,17193.0,35.70939,addition,12.9372049,Q2 2020,HEALTH CARE,13F,06/30/2021,2.3574,1.72
Tile shop hldgs inc,TTSH,"",18500.0,149000.0,0.0002,,3304,18500.0,,new,0.0356281,Q2 2021,CONSUMER DISCRETIONARY,13F,06/30/2021,8.05,7.29
Fennec pharmaceuticals inc,FENC,"",20284.0,148000.0,0.0002,,3305,20284.0,,new,0.0780068,Q2 2021,HEALTH CARE,13F,06/30/2021,7.29,7.13
Xtl biopharmaceuticals ltd adr,XTLB,"",37187.0,148000.0,0.0002,0.0002,3306,-1613.0,-4.157216,reduction,0.7040911,Q4 2020,HEALTH CARE,13F,06/30/2021,3.18,3.55
Emx royalty corp,EMX,"",49824.0,148000.0,0.0002,,3307,49824.0,,new,0.0581708,Q3 2016,MATERIALS,13F,06/30/2021,2.98,2.85
Crexendo inc,CXDO,"",24267.0,148000.0,0.0002,0.0001,3308,11267.0,86.669231,addition,0.1315635,Q3 2020,COMMUNICATIONS,13F,06/30/2021,5.9439,6.0
Aptorum group ltd,APM,"",45700.0,146000.0,0.0002,,3309,45700.0,,new,0.3944986,Q2 2021,HEALTH CARE,13F,06/30/2021,3.195,2.54
China green agriculture inc,CGA,"",14751.0,146000.0,0.0002,0.0003,3310,-34477.0,-70.035346,reduction,0.1737941,Q2 2011,MATERIALS,13F,06/30/2021,976.02,8.56
Timber pharmaceuticals inc,TMBR,"",118805.0,145000.0,0.0002,,3311,118805.0,,new,0.3224625,Q2 2021,HEALTH CARE,13F,06/30/2021,1.22,0.999
Blonder tongue labs inc.,BDR,"",108162.0,143000.0,0.0002,0.0001,3312,26800.0,32.93921,addition,0.9043264,Q3 2014,INFORMATION TECHNOLOGY,13F,06/30/2021,1.2448,1.15
Azurrx biopharma inc,AZRX,"",173229.0,142000.0,0.0002,,3313,173229.0,,new,0.2204629,Q3 2019,HEALTH CARE,13F,06/30/2021,0.82,0.59
Taoping inc,TAOP,"",28963.0,141000.0,0.0002,,3314,28963.0,,new,0.3037860,Q4 2020,INFORMATION TECHNOLOGY,13F,06/30/2021,4.86,3.35
Checkmate pharmaceuticals  inc.,CMPI,"",23500.0,140000.0,0.0002,,3315,23500.0,,new,0.1086660,Q2 2021,HEALTH CARE,13F,06/30/2021,5.96,5.13
Deswell industries inc,DSWL,"",29385.0,140000.0,0.0002,0.0001,3316,11716.0,66.308223,addition,0.1846344,Q4 2020,INDUSTRIALS,13F,06/30/2021,3.8059,4.3
36kr holdings inc. ads,KRKR,"",56096.0,139000.0,0.0002,0.0002,3317,4996.0,9.776908,addition,0.1616064,Q1 2021,COMMUNICATIONS,13F,06/30/2021,3.2725,1.88
Qurate retail group inc qvc group,QRTEB,"",10400.0,138000.0,0.0002,,3318,10400.0,,new,N/A,Q2 2021, ,13F,06/30/2021,,
Redhill biopharma ltd. adr,RDHL,"",19879.0,137000.0,0.0002,,3319,19879.0,,new,0.0478011,Q2 2021,HEALTH CARE,13F,06/30/2021,6.88,7.1
Decibel therapeutics inc,DBTX,"",15900.0,137000.0,0.0002,,3320,15900.0,,new,0.0638505,Q2 2021, ,13F,06/30/2021,8.6,7.37
Dare bioscience inc,DARE,"",72590.0,137000.0,0.0002,0.0018,3321,-799818.0,-91.679352,reduction,0.1470920,Q1 2018,HEALTH CARE,13F,06/30/2021,1.13,1.6
Lifemd inc,LFMD,"",11400.0,134000.0,0.0002,,3322,11400.0,,new,0.0429025,Q2 2021,HEALTH CARE,13F,06/30/2021,11.78,7.4
Cohbar inc,CWBR,"",96000.0,134000.0,0.0002,0.0009,3323,-448511.0,-82.369502,reduction,0.1553692,Q2 2020,HEALTH CARE,13F,06/30/2021,1.26,1.3
Nanthealth inc,NH,"",57925.0,134000.0,0.0002,,3324,57925.0,,new,0.0510554,Q1 2017,INFORMATION TECHNOLOGY,13F,06/30/2021,2.32,2.0
Yunhong international,ZGYH,"",13200.0,134000.0,0.0002,,3325,13200.0,,new,0.1828381,Q2 2021,FINANCE,13F,06/30/2021,10.151,10.16
Bluerock residential growth reit inc,BRG,"",12967.0,132000.0,0.0002,0.0069,3326,-537475.0,-97.644257,reduction,0.0459566,Q1 2015,REAL ESTATE,13F,06/30/2021,11.18,12.03
Nls pharmaceutics ag,NLSP,"",41997.0,132000.0,0.0002,,3327,41997.0,,new,0.3963341,Q2 2021, ,13F,06/30/2021,3.14,2.36
Crown electrokinetics corp.,CRKN,"",30471.0,129000.0,0.0002,,3328,30471.0,,new,0.2047405,Q2 2021, ,13F,06/30/2021,4.23,3.33
Cabaletta bio  inc.,CABA,"",14900.0,128000.0,0.0002,,3329,14900.0,,new,0.0597713,Q2 2021,HEALTH CARE,13F,06/30/2021,8.6,7.46
Stealth biotherapeutics corp,MITO,"",81877.0,128000.0,0.0002,0.0017,3330,-799469.0,-90.710005,reduction,0.1472167,Q1 2020,HEALTH CARE,13F,06/30/2021,1.52,1.26
Global blue group holding ag,GB,"",12800.0,127000.0,0.0002,0.0002,3331,2200.0,20.754717,addition,N/A,Q1 2021, ,13F,06/30/2021,,
Delmar bancorp,PTRS,"",15600.0,125000.0,0.0002,,3332,15600.0,,new,0.0880031,Q2 2021,FINANCE,13F,06/30/2021,8.04,8.82
Code chain new continent ltd,CCNC,"",58400.0,123000.0,0.0002,0.0004,3333,-41900.0,-41.774676,reduction,0.1626002,Q1 2021,FINANCE,13F,06/30/2021,3.58,1.58
Heritage glbl inc,HGBL,"",48729.0,123000.0,0.0002,0.0001,3334,21212.0,77.086892,addition,0.1366011,Q3 2020,UTILITIES AND TELECOMMUNICATIONS,13F,06/30/2021,2.7107,1.77
Novo integrated sciences inc,NVOS,"",48625.0,122000.0,0.0002,,3335,48625.0,,new,0.1848890,Q2 2021, ,13F,06/30/2021,2.51,2.03
Superior drilling products inc,SDPI,"",131830.0,121000.0,0.0002,0.0002,3336,-80594.0,-37.940157,reduction,0.5117159,Q3 2017,ENERGY,13F,06/30/2021,1.55,0.78
China hgs real estate  inc.,HGSH,"",56977.0,121000.0,0.0002,0.0001,3337,33231.0,139.943569,addition,0.2529501,Q3 2020,REAL ESTATE,13F,06/30/2021,2.0867,1.94
Research solutions inc,RSSS,"",41886.0,120000.0,0.0001,,3338,41886.0,,new,0.1589480,Q2 2021,INDUSTRIALS,13F,06/30/2021,2.86,2.64
Lexaria bioscience corp,LEXX,"",17200.0,120000.0,0.0001,,3339,17200.0,,new,0.3369687,Q2 2021,CONSUMER STAPLES,13F,06/30/2021,7.0,5.51
Wah fu education group ltd,WAFU,"",13700.0,119000.0,0.0001,,3340,13700.0,,new,0.3127116,Q2 2021,COMMUNICATIONS,13F,06/30/2021,8.65,6.89
Trinity place holdings inc,TPHS,"",55923.0,118000.0,0.0001,0.0003,3341,-42459.0,-43.157285,reduction,0.1723063,Q4 2020,CONSUMER DISCRETIONARY,13F,06/30/2021,1.65,2.37
Muscle maker  inc.,GRIL,"",84444.0,118000.0,0.0001,0.0004,3342,-57794.0,-40.631899,reduction,0.5679956,Q1 2021,CONSUMER DISCRETIONARY,13F,06/30/2021,2.28,1.19
Integrated media technology ltd,IMTE,"",24000.0,118000.0,0.0001,,3343,24000.0,,new,0.2843422,Q2 2020,INFORMATION TECHNOLOGY,13F,06/30/2021,4.92,4.13
Hudson capital inc,HUSN,"",30925.0,116000.0,0.0001,0.0007,3344,-152935.0,-83.180137,reduction,N/A,Q1 2021, ,13F,06/30/2021,,
Agex therapeutics inc,AGE,"",75059.0,116000.0,0.0001,0.0007,3345,-255441.0,-77.289259,reduction,0.1978617,Q4 2020,HEALTH CARE,13F,06/30/2021,1.59,1.22
Liqtech international inc,LIQT,"",15700.0,115000.0,0.0001,0.0004,3346,-24100.0,-60.552764,reduction,0.0720932,Q1 2021,INDUSTRIALS,13F,06/30/2021,8.09,5.13
Parts id  inc.,ID,"",18800.0,114000.0,0.0001,,3347,18800.0,,new,0.0566718,Q2 2021,CONSUMER DISCRETIONARY,13F,06/30/2021,6.04,5.41
Research frontiers inc.,REFR,"",48214.0,114000.0,0.0001,0.0001,3348,28325.0,142.415406,addition,0.1523330,Q1 2021,INFORMATION TECHNOLOGY,13F,06/30/2021,2.5639,1.96
Seacor marine holdings inc,SMHI,"",25300.0,112000.0,0.0001,0.0002,3349,-6100.0,-19.426752,reduction,0.1045697,Q2 2019,ENERGY,13F,06/30/2021,4.0,4.3
Mediaco holding inc,MDIA,"",31169.0,112000.0,0.0001,0.0002,3350,-13618.0,-30.406145,reduction,1.2787020,Q1 2021,FINANCE,13F,06/30/2021,3.34,7.72
Unico american corp.,UNAM,"",23737.0,112000.0,0.0001,0.0002,3351,-200.0,-0.835527,reduction,0.4474555,Q4 2014,FINANCE,13F,06/30/2021,9.31,4.25
Bridgeline digital inc,BLIN,"",25400.0,109000.0,0.0001,0.0001,3352,1700.0,7.172996,addition,0.3937040,Q4 2020,INFORMATION TECHNOLOGY,13F,06/30/2021,2.6951,4.69
Immunoprecise antibodies ltd,IPA,"",17400.0,105000.0,0.0001,,3353,17400.0,,new,0.0905665,Q2 2021, ,13F,06/30/2021,6.02,7.05
Burcon nutrascience corp,BRCN,"",37167.0,104000.0,0.0001,,3354,37167.0,,new,0.0342620,Q2 2021,HEALTH CARE,13F,06/30/2021,2.79,2.46
Origin agritech limited,SEED,"",11910.0,103000.0,0.0001,,3355,11910.0,,new,0.2094201,Q4 2020,CONSUMER STAPLES,13F,06/30/2021,8.69,10.03
Conatus pharmaceuticals inc,HSTO,"",92721.0,101000.0,0.0001,,3356,92721.0,,new,0.2593452,Q4 2019,HEALTH CARE,13F,06/30/2021,1.09,0.84
Atif holdings ltd,ATIF,"",112000.0,101000.0,0.0001,,3357,112000.0,,new,0.2180579,Q3 2020,FINANCE,13F,06/30/2021,0.9,0.798
Oblong ord shs,OBLG,"",29600.0,101000.0,0.0001,0.0001,3358,11602.0,64.462718,addition,N/A,Q1 2020, ,13F,06/30/2021,,
Cn energy group inc,CNEY,"",16000.0,100000.0,0.0001,,3359,16000.0,,new,0.1035971,Q2 2021, ,13F,06/30/2021,6.28,6.49
Medicenna therapeutics corp,MDNA,"",32446.0,98000.0,0.0001,0.0007,3360,-108754.0,-77.021246,reduction,0.0605883,Q3 2020,HEALTH CARE,13F,06/30/2021,4.14,2.04
Conifer holdings inc,CNFR,"",33300.0,97000.0,0.0001,0.0002,3361,-6600.0,-16.541353,reduction,0.3439469,Q1 2021,FINANCE,13F,06/30/2021,3.75,3.1
Hf foods group inc,HFFG,"",18300.0,97000.0,0.0001,0.0005,3362,-41100.0,-69.191919,reduction,N/A,Q2 2020, ,13F,06/30/2021,,
Aeterna zentaris inc,AEZS,"",111000.0,97000.0,0.0001,,3363,111000.0,,new,0.1500162,Q2 2021,HEALTH CARE,13F,06/30/2021,0.88,0.69
Longboard pharmaceuticals inc,LBPH,"",10400.0,95000.0,0.0001,,3364,10400.0,,new,0.0765497,Q2 2021, ,13F,06/30/2021,9.12,9.22
Vivos therapeutics  inc.,VVOS,"",19200.0,95000.0,0.0001,,3365,19200.0,,new,0.0841658,Q2 2021,HEALTH CARE,13F,06/30/2021,4.95,3.27
Amplify energy corp,AMPY,"",22911.0,93000.0,0.0001,,3366,22911.0,,new,N/A,Q2 2021,ENERGY,13F,06/30/2021,,
Elys game technology corp,ELYS,"",22565.0,92000.0,0.0001,,3367,22565.0,,new,0.1024931,Q3 2020,CONSUMER DISCRETIONARY,13F,06/30/2021,4.06,4.87
Universal security instruments  inc.,UUU,"",10712.0,90000.0,0.0001,0.0003,3368,-25630.0,-70.524462,reduction,0.4631441,Q4 2014,INDUSTRIALS,13F,06/30/2021,3.97,5.55
Odyssey marine exploration inc,OMEX,"",14200.0,90000.0,0.0001,0.0003,3369,-25700.0,-64.411028,reduction,0.1090351,Q4 2020,INDUSTRIALS,13F,06/30/2021,6.85,6.4
Sunlands online education group,STG,"",87670.0,88000.0,0.0001,0.0001,3370,-13900.0,-13.685143,reduction,0.1937589,Q1 2020,CONSUMER DISCRETIONARY,13F,06/30/2021,1.32,0.58
Ever-glory international group inc,EVK,"",30000.0,87000.0,0.0001,0.0003,3371,-68800.0,-69.635628,reduction,0.2025568,Q4 2020,CONSUMER DISCRETIONARY,13F,06/30/2021,2.73,3.15
Tomi environmental solutions inc,TOMZ,"",29879.0,86000.0,0.0001,,3372,29879.0,,new,0.1777294,Q2 2021,INDUSTRIALS,13F,06/30/2021,2.88,2.0
Dogness international corp,DOGZ,"",40290.0,85000.0,0.0001,0.0001,3373,4290.0,11.916667,addition,0.2391860,Q1 2021,CONSUMER DISCRETIONARY,13F,06/30/2021,1.8151,2.16
Sensus healthcare inc,SRTS,"",21834.0,84000.0,0.0001,0.0001,3374,300.0,1.393146,addition,0.1324106,Q2 2020,HEALTH CARE,13F,06/30/2021,3.3569,3.5
Advaxis inc,ADXS,"",175402.0,81000.0,0.0001,0.0024,3375,-2423515.0,-93.250958,reduction,0.1204366,Q4 2017,HEALTH CARE,13F,06/30/2021,63.02,0.42
Aurora mobile ltd,JG,"",24761.0,80000.0,0.0001,0.0011,3376,-181672.0,-88.005309,reduction,0.0267938,Q3 2019,INFORMATION TECHNOLOGY,13F,06/30/2021,1.88,2.05
Sintx technologies inc,SINT,"",40579.0,78000.0,0.0001,0.0015,3377,-608621.0,-93.749384,reduction,0.1643901,Q3 2020,HEALTH CARE,13F,06/30/2021,1.76,1.39
Lgl group inc. (the) warrants,LGL.WS,"",158659.0,78000.0,0.0001,0.0001,3378,-25100.0,-13.659195,reduction,N/A,Q4 2020, ,13F,06/30/2021,,
Nanovibronix inc,NAOV,"",85213.0,73000.0,0.0001,0.0004,3379,-233287.0,-73.245526,reduction,0.3534396,Q4 2020,HEALTH CARE,13F,06/30/2021,0.76,2.52
Taiwan liposome co ltd,TLC,"",11900.0,71000.0,0.0001,0.0002,3380,-8700.0,-42.23301,reduction,0.0282812,Q4 2020,HEALTH CARE,13F,06/30/2021,4.84,6.97
Imv inc,IMV:TSE,"",31900.0,70000.0,0.0001,,3381,31900.0,,new,N/A,Q2 2020, ,13F,06/30/2021,,
Q&k international group ltd adr,QK,"",46030.0,65000.0,0.0001,0.0,3382,33000.0,253.261704,addition,0.1099774,Q1 2021,REAL ESTATE,13F,06/30/2021,1.7469,1.01
Oncolytics biotech inc,ONC:TSE,"",23000.0,64000.0,0.0001,,3383,23000.0,,new,N/A,Q3 2019, ,13F,06/30/2021,,
China xiangtai food co ltd,PLIN,"",40300.0,63000.0,0.0001,0.0001,3384,-56416.0,-58.33161,reduction,0.1319527,Q3 2020,CONSUMER STAPLES,13F,06/30/2021,1.05,1.29
Dragon victory international ltd,LYL,"",33200.0,60000.0,0.0001,0.0001,3385,-28300.0,-46.01626,reduction,0.2852900,Q4 2020,FINANCE,13F,06/30/2021,2.18,1.4
Protalix biotherapeutics inc,PLX,"",30075.0,57000.0,0.0001,0.0028,3386,-477559.0,-94.075456,reduction,0.0662696,Q4 2015,HEALTH CARE,13F,06/30/2021,599.53,1.34
Reviva pharmaceuticals holdings ord shs,RVPH,"",11250.0,55000.0,0.0001,,3387,11250.0,,new,N/A,Q2 2021, ,13F,06/30/2021,,
Avalon globocare corp,AVCO,"",54905.0,54000.0,0.0001,0.0007,3388,-454295.0,-89.2174,reduction,0.0650352,Q4 2020,HEALTH CARE,13F,06/30/2021,1.08,1.16
Future fintech group inc,FTFT,"",16940.0,53000.0,0.0001,,3389,16940.0,,new,0.0231702,Q2 2021,CONSUMER STAPLES,13F,06/30/2021,3.15,2.67
Mustang bio inc,MBIO,"",15200.0,50000.0,0.0001,0.0033,3390,-785200.0,-98.10095,reduction,0.0175788,Q4 2018,HEALTH CARE,13F,06/30/2021,3.35,2.73
Hycroft mining holding corporation,HYMC,"",16300.0,50000.0,0.0001,,3391,16300.0,,new,0.0272114,Q2 2021,FINANCE,13F,06/30/2021,3.06,1.85
Platinum group metals ltd,PLG,"",13800.0,50000.0,0.0001,0.0004,3392,-69706.0,-83.474241,reduction,0.0186141,Q1 2019,MATERIALS,13F,06/30/2021,3.24,2.94
Skillful craftsman education technology ltd,EDTK,"",21000.0,46000.0,0.0001,,3393,21000.0,,new,0.1750000,Q2 2021,CONSUMER DISCRETIONARY,13F,06/30/2021,2.17,1.71
Plus therapeutics ord shs,PSTV,"",17607.0,45000.0,0.0001,,3394,17607.0,,new,N/A,Q3 2019, ,13F,06/30/2021,,
Presidio property trust - a,SQFT,"",11052.0,43000.0,0.0001,,3395,11052.0,,new,N/A,Q2 2021, ,13F,06/30/2021,,
Yunji inc,YJ,"",24500.0,42000.0,0.0001,0.0002,3396,-59800.0,-70.937129,reduction,0.0207047,Q2 2020,CONSUMER DISCRETIONARY,13F,06/30/2021,2.22,0.93
Sharplink gaming ltd,SBET,"",12647.0,39000.0,0.0,0.0003,3397,-44816.0,-77.991055,reduction,0.2858085,Q3 2020,INFORMATION TECHNOLOGY,13F,06/30/2021,1.97,5.95
Cnfinance holdings ltd,CNF,"",10200.0,38000.0,0.0,0.0001,3398,-2394.0,-19.009052,reduction,0.0148727,Q1 2021,FINANCE,13F,06/30/2021,3.86,4.07
Fangdd network group ltd.,DUO,"",11900.0,36000.0,0.0,0.0003,3399,-26900.0,-69.329897,reduction,0.0216170,Q1 2021,INFORMATION TECHNOLOGY,13F,06/30/2021,6.29,1.65
Marrone bio innovations inc,MBII,"",21400.0,36000.0,0.0,,3400,21400.0,,new,0.0122071,Q3 2020,MATERIALS,13F,06/30/2021,1.66,1.45
Nxt-id inc,NXTD,"",36817.0,33000.0,0.0,,3401,36817.0,,new,0.0690596,Q2 2021,INFORMATION TECHNOLOGY,13F,06/30/2021,0.89,0.765
Excellon resources inc,EXN,"",10500.0,23000.0,0.0,,3402,10500.0,,new,0.0324248,Q2 2021,MATERIALS,13F,06/30/2021,2.2,1.91
Neovasc inc,NVCN,"",24897.0,23000.0,0.0,0.0006,3403,-420639.0,-94.411899,reduction,0.0368822,Q3 2020,HEALTH CARE,13F,06/30/2021,1.08,0.84
Liquid media group ltd,YVR,"",13200.0,23000.0,0.0,,3404,13200.0,,new,0.1183266,Q4 2020,CONSUMER STAPLES,13F,06/30/2021,1.75,1.66
Golden minerals co,AUMN,"",36400.0,22000.0,0.0,0.0,3405,15500.0,74.162679,addition,0.0224042,Q1 2019,MATERIALS,13F,06/30/2021,0.5066,0.48
Professional diversity network inc,IPDN,"",10104.0,16000.0,0.0,,3406,10104.0,,new,0.0750389,Q2 2021,COMMUNICATIONS,13F,06/30/2021,1.61,1.26
Sigma labs inc,SGLB,"",0.0,0.0,,0.0005,"",-104200.0,-100.0,soldall,0.0000000,Q4 2020,INDUSTRIALS,13F,06/30/2021,3.66,3.1
Surgery partners inc,SGRY,"",0.0,0.0,,0.005,"",-91242.0,-100.0,soldall,0.0000000,Q1 2020,HEALTH CARE,13F,06/30/2021,24.89,46.79
Cryoport inc,CYRX,"",0.0,0.0,,0.0058,"",-90200.0,-100.0,soldall,0.0000000,Q3 2020,HEALTH CARE,13F,06/30/2021,52.01,57.31
Galmed pharmaceuticals ltd,GLMD,"",0.0,0.0,,0.0003,"",-60700.0,-100.0,soldall,0.0000000,Q4 2018,HEALTH CARE,13F,06/30/2021,3.8,2.95
Repro med systems inc,KRMD,"",0.0,0.0,,0.0007,"",-152800.0,-100.0,soldall,0.0000000,Q1 2020,HEALTH CARE,13F,06/30/2021,4.12,3.43
Gossamer bio inc,GOSS,"",0.0,0.0,,0.0017,"",-150000.0,-100.0,soldall,0.0000000,Q1 2020,HEALTH CARE,13F,06/30/2021,12.24,9.03
Marriott international inc/md,MAR,"",0.0,0.0,,0.0559,"",-303216.0,-100.0,soldall,0.0000000,Q1 2020,CONSUMER DISCRETIONARY,13F,06/30/2021,121.67,134.38
Abeona therapeutics inc,ABEO,"",0.0,0.0,,0.0012,"",-522282.0,-100.0,soldall,0.0000000,Q1 2020,HEALTH CARE,13F,06/30/2021,1.71,1.23
Midwestone financial group inc,MOFG,"",0.0,0.0,,0.0012,"",-31300.0,-100.0,soldall,0.0000000,Q3 2013,FINANCE,13F,06/30/2021,30.99,30.26
Spirit aerosystems holdings inc. class a,SPR,"",0.0,0.0,,0.0125,"",-207200.0,-100.0,soldall,0.0000000,Q2 2019,INDUSTRIALS,13F,06/30/2021,39.09,41.94
Commscope holding co inc,COMM,"",0.0,0.0,,0.0038,"",-196700.0,-100.0,soldall,0.0000000,Q2 2020,INFORMATION TECHNOLOGY,13F,06/30/2021,8.39,15.06
Adamis pharmaceuticals corp,ADMP,"",0.0,0.0,,0.001,"",-822655.0,-100.0,soldall,0.0000000,Q1 2021,HEALTH CARE,13F,06/30/2021,0.94,0.99
Biomerica inc.,BMRA,"",0.0,0.0,,0.0002,"",-28000.0,-100.0,soldall,0.0000000,Q4 2020,HEALTH CARE,13F,06/30/2021,4.98,4.06
Proshares ultra dow30-proshares ultra dow30,DDM,"",0.0,0.0,,0.0022,"",-27200.0,-100.0,soldall,No Data,Q1 2021,FINANCE,13F,06/30/2021,65.89,76.31
Federated hermes inc. (federated investors),FHI,"",0.0,0.0,,0.0034,"",-86100.0,-100.0,soldall,0.0000000,Q3 2019,FINANCE,13F,06/30/2021,19.05,33.75
Emagin corp,EMAN,"",0.0,0.0,,0.0014,"",-301059.0,-100.0,soldall,0.0000000,Q1 2019,INFORMATION TECHNOLOGY,13F,06/30/2021,2.99,2.44
Vanguard intermediate-term bond etf,BIV,"",0.0,0.0,,0.0022,"",-19900.0,-100.0,soldall,No Data,Q3 2019,FINANCE,13F,06/30/2021,91.76,90.66
Simulation plus inc,SLP,"",0.0,0.0,,0.0006,"",-7900.0,-100.0,soldall,0.0000000,Q1 2009,INFORMATION TECHNOLOGY,13F,06/30/2021,8.17,47.29
Circor international  inc,CIR,"",0.0,0.0,,0.0006,"",-12800.0,-100.0,soldall,0.0000000,Q1 2021,INDUSTRIALS,13F,06/30/2021,34.82,31.99
Realogy holdings corp. (domus holdings corp.),RLGY,"",0.0,0.0,,0.0097,"",-517700.0,-100.0,soldall,0.0000000,Q3 2018,REAL ESTATE,13F,06/30/2021,10.01,17.37
Facebook inc,FB,"",0.0,0.0,,0.3272,"",-893000.0,-100.0,soldall,0.0000000,Q4 2015,COMMUNICATIONS,13F,06/30/2021,203.53,363.18
Bluegreen vacations corp,BXG,"",0.0,0.0,,0.0013,"",-96300.0,-100.0,soldall,N/A,Q4 2019,CONSUMER DISCRETIONARY,13F,06/30/2021,6.41,
Zai lab ltd,ZLAB,"",0.0,0.0,,0.0135,"",-81100.0,-100.0,soldall,0.0000000,Q1 2021,HEALTH CARE,13F,06/30/2021,133.43,150.24
Hoth therapeutics inc,HOTH,"",0.0,0.0,,0.0005,"",-221000.0,-100.0,soldall,0.0000000,Q2 2020,HEALTH CARE,13F,06/30/2021,2.18,1.28
Overstock.com inc,OSTK,"",0.0,0.0,,0.0169,"",-205400.0,-100.0,soldall,0.0000000,Q2 2020,CONSUMER DISCRETIONARY,13F,06/30/2021,36.44,72.66
Eyepoint pharmaceuticals inc,PV3B:SWB,"",0.0,0.0,,0.0009,"",-75050.0,-100.0,soldall,N/A,Q1 2021, ,13F,06/30/2021,,
Alta equipment group inc,ALTG,"",0.0,0.0,,0.0007,"",-43300.0,-100.0,soldall,0.0000000,Q1 2021,FINANCE,13F,06/30/2021,13.0,12.88
Unum group  inc.,UNM,"",0.0,0.0,,0.0047,"",-136400.0,-100.0,soldall,0.0000000,Q4 2016,FINANCE,13F,06/30/2021,18.65,27.05
Gw pharmaceuticals plc adr,GWPH,"",0.0,0.0,,0.095,"",-352100.0,-100.0,soldall,N/A,Q3 2020,HEALTH CARE,13F,06/30/2021,167.77,
Euronet worldwide inc.,EEFT,"",0.0,0.0,,0.0088,"",-50945.0,-100.0,soldall,0.0000000,Q4 2008,INFORMATION TECHNOLOGY,13F,06/30/2021,117.84,133.29
